sentence_id,chunk_id,subchunk_id,order_idx,char_start,char_end_incl,pali_text
s_000016_001_021,chunk_000016,sc_000016_001,21,1901,2027,Athekadivasaṃ eko kammamutto jaraggavo divā gocare caritvā rattiṃ tasmiṃ susāne pupphagumbe sīsaṃ katvā romanthayamāno aṭṭhāsi.
s_000016_002_022,chunk_000016,sc_000016_002,22,2029,2341,"Piyagāmiko rattiṃ caṅkamanā nikkhanto tassa hanusaddaṃ sutvā cintesi ‘‘addhā maṃ lābhagiddho esa susāne vasatīti ñatvā devarājā viheṭhetuṃ āgato’’ti, so jaraggavassa purato añjaliṃ paggahetvā ‘‘sappurisa devarāja ajja me ekarattiṃ khama, sve paṭṭhāya na evaṃ karissāmī’’ti namassamāno sabbarattiṃ yācanto aṭṭhāsi."
s_000016_002_023,chunk_000016,sc_000016_002,23,2343,2444,Tato sūriye uṭṭhite taṃ disvā kattarayaṭṭhiyā paharitvā palāpesi ‘‘sabbarattiṃ maṃ bhiṃsāpesī’’ti. 45.
s_000016_002_024,chunk_000016,sc_000016_002,24,2446,2468,Kusītāti kosajjānugatā.
s_000016_002_025,chunk_000016,sc_000016_002,25,2470,2538,"Hīnavīriyāti hīnā vīriyena virahitā viyuttā, nibbīriyāti vuttaṃ hoti."
s_000016_002_026,chunk_000016,sc_000016_002,26,2540,2627,"Tattha kusītā kāyikavīriyārambhavirahitā honti, hīnavīriyā cetasikavīriyārambhavirahitā."
s_000016_002_027,chunk_000016,sc_000016_002,27,2629,2676,Te ārammaṇavavatthānamattampi kātuṃ na sakkonti.
s_000016_002_028,chunk_000016,sc_000016_002,28,2678,2734,Tesaṃ avavatthitārammaṇānanti sabbaṃ pubbasadisameva. 46.
s_000016_002_029,chunk_000016,sc_000016_002,29,2736,2761,Muṭṭhassatīti naṭṭhassatī.
s_000016_002_030,chunk_000016,sc_000016_002,30,2763,2867,"Asampajānāti paññārahitā, imassa ca paṭipakkhe ‘‘upaṭṭhitassatīhamasmī’’ti vacanato satibhājaniyamevetaṃ."
s_000016_002_031,chunk_000016,sc_000016_002,31,2869,2913,Paññā panettha satidubbalyadīpanatthaṃ vuttā.
s_000016_002_032,chunk_000016,sc_000016_002,32,2915,2965,Duvidhā hi sati paññāsampayuttā paññāvippayuttā ca.
s_000016_002_033,chunk_000016,sc_000016_002,33,2967,3169,"Tattha paññāsampayuttā balavatī, vippayuttā dubbalā, tasmā yadāpi tesaṃ sati hoti, tadāpi asampajānantā muṭṭhassatīyeva te, dubbalāya satiyā satikiccābhāvatoti etamatthaṃ dīpetuṃ ‘‘asampajānā’’ti vuttaṃ."
s_000016_002_034,chunk_000016,sc_000016_002,34,3171,3275,Te evaṃ muṭṭhassatī asampajānā ārammaṇavavatthānamattampi kātuṃ na sakkontīti sabbaṃ pubbasadisameva. 47.
s_000016_002_035,chunk_000016,sc_000016_002,35,3277,3316,Asamāhitāti upacārappanāsamādhivirahitā.
s_000016_002_036,chunk_000016,sc_000016_002,36,3318,3348,Vibbhantacittāti ubbhantacittā.
s_000016_002_037,chunk_000016,sc_000016_002,37,3350,3510,"Samādhivirahena laddhokāsena uddhaccena tesaṃ samādhivirahānaṃ cittaṃ nānārammaṇesu paribbhamati, vanamakkaṭo viya vanasākhāsu uddhaccena ekārammaṇe vipphandati."
s_000016_002_038,chunk_000016,sc_000016_002,38,3512,3638,Pubbe vuttanayenena te evaṃ asamāhitā vibbhantacittā ārammaṇavavatthānamattampi kātuṃ na sakkontīti sabbaṃ pubbasadisameva. 48.
s_000016_002_039,chunk_000016,sc_000016_002,39,3640,3678,Duppaññāti nippaññānametaṃ adhivacanaṃ.
s_000016_002_040,chunk_000016,sc_000016_002,40,3680,3709,Paññā pana duṭṭhā nāma natthi.
s_000016_002_041,chunk_000016,sc_000016_002,41,3711,3755,"Eḷamūgāti elamukhā, kha-kārassa ga-kāro kato."
s_000016_002_042,chunk_000016,sc_000016_002,42,3757,3780,Lālamukhāti vuttaṃ hoti.
s_000016_002_043,chunk_000016,sc_000016_002,43,3782,3850,"Duppaññānañhi kathentānaṃ lālā mukhato galati, lālā ca elāti vuccati."
s_000016_002_044,chunk_000016,sc_000016_002,44,3852,3895,Yathāha ‘‘passelamūgaṃ uragaṃ dujjivha’’nti.
s_000016_002_045,chunk_000016,sc_000016_002,45,3897,4036,"Tasmā te ‘‘eḷamūgā’’ti vuccanti. ‘‘Elamukhā’’tipi pāṭho. ‘‘Elamugā’’ti keci paṭhanti, apare ‘‘elamukā’’tipi, sabbattha ‘‘elamukhā’’ti attho."
s_000016_003_046,chunk_000016,sc_000016_003,46,4038,4071,Te kathaṃ bhayabheravaṃ avhāyanti?
s_000016_003_047,chunk_000016,sc_000016_003,47,4073,4137,Te duppaññā eḷamūgā ārammaṇavavatthānamattampi kātuṃ na sakkonti.
s_000016_003_048,chunk_000016,sc_000016_003,48,4139,4450,"Tesaṃ avavatthitārammaṇānaṃ araññe viharantānaṃ divā diṭṭhaṃ rattiṃ bhayabheravaṃ hutvā upaṭṭhāti ‘‘te ākulacittā appamattakenapi tasanti vittasanti, rajjuṃ vā lataṃ vā disvā sappasaññino honti, khāṇuṃ disvā yakkhasaññino, thalaṃ vā pabbataṃ vā disvā hatthisaññino sappādīhi anayavyasanaṃ āpāditā viya hontī’’ti."
s_000016_003_049,chunk_000016,sc_000016_003,49,4452,4519,Evaṃ taṃ bhayabheravaṃ attani samāropanaṭṭhena avhāyanti pakkosanti.
s_000016_003_050,chunk_000016,sc_000016_003,50,4521,4712,"Paññāsampannohamasmīti ettha paññāsampannoti paññāya sampanno samannāgato, no ca kho vipassanāpaññāya, na maggapaññāya, apica kho pana imesu soḷasasu ṭhānesu ārammaṇavavatthānapaññāyāti attho."
s_000016_003_051,chunk_000016,sc_000016_003,51,4714,4745,Sesaṃ sabbattha vuttanayamevāti.
s_000016_003_052,chunk_000016,sc_000016_003,52,4747,4781,Vacīkammantavārādivaṇṇanā niṭṭhitā.
s_000016_003_053,chunk_000016,sc_000016_003,53,4783,4820,Soḷasaṭṭhānārammaṇapariggaho niṭṭhito.
s_000016_003_054,chunk_000016,sc_000016_003,54,4822,4854,Bhayabheravasenāsanādivaṇṇanā 49.
s_000016_003_055,chunk_000016,sc_000016_003,55,4856,4883,Tassa mayhanti ko anusandhi?
s_000016_003_056,chunk_000016,sc_000016_003,56,4885,5157,"Bodhisatto kira imāni soḷasārammaṇāni pariggaṇhanto ca bhayabheravaṃ adisvā bhayabheravaṃ nāma evarūpāsu rattīsu evarūpe senāsane ca paññāyati, handa naṃ tatthāpi gavesissāmīti bhayabheravagavesanamakāsi, etamatthaṃ bhagavā idāni brāhmaṇassa dassento tassa mayhantiādimāha."
s_000016_003_057,chunk_000016,sc_000016_003,57,5159,5219,Tattha yā tāti ubhayametaṃ rattīnaṃyeva uddesaniddesavacanaṃ.
s_000016_003_058,chunk_000016,sc_000016_003,58,5221,5267,Abhiññātāti ettha abhīti lakkhaṇatthe upasaggo.
s_000016_003_059,chunk_000016,sc_000016_003,59,5269,5360,Tasmā abhiññātāti candapāripūriyā candaparikkhayenāti evamādīhi lakkhaṇehi ñātāti veditabbā.
s_000016_003_060,chunk_000016,sc_000016_003,60,5362,5557,"Abhilakkhitāti ettha upasaggamattameva, tasmā abhilakkhitāti lakkhaṇīyā icceva attho, uposathasamādānadhammassavanapūjāsakkārādikaraṇatthaṃ lakkhetabbā sallakkhetabbā upalakkhetabbāti vuttaṃ hoti."
s_000016_003_061,chunk_000016,sc_000016_003,61,5559,5635,Cātuddasīti pakkhassa paṭhamadivasato pabhuti catuddasannaṃ pūraṇī ekā ratti.
s_000016_003_062,chunk_000016,sc_000016_003,62,5637,5662,Evaṃ pañcadasī aṭṭhamī ca.
s_000016_003_063,chunk_000016,sc_000016_003,63,5664,5708,Pakkhassāti sukkapakkhassa kaṇhapakkhassa ca.
s_000016_003_064,chunk_000016,sc_000016_003,64,5710,5849,"Etā tisso tisso katvā cha rattiyo, tasmā sabbattha pakkhavacanaṃ yojetabbaṃ ‘‘pakkhassa cātuddasī pakkhassa pañcadasī pakkhassa aṭṭhamī’’ti."
s_000016_003_065,chunk_000016,sc_000016_003,65,5851,5881,Atha pañcamī kasmā na gahitāti?
s_000016_003_066,chunk_000016,sc_000016_003,66,5883,5898,Asabbakālikattā.
s_000016_003_067,chunk_000016,sc_000016_003,67,5900,6068,"Buddhe kira bhagavati anuppannepi uppajjitvā aparinibbutepi pañcamī anabhilakkhitāyeva, parinibbute pana dhammasaṅgāhakattherā cintesuṃ ‘‘dhammassavanaṃ cirena hotī’’ti."
s_000016_004_068,chunk_000016,sc_000016_004,68,6070,6201,"Tato sammannitvā pañcamīti dhammassavanadivasaṃ ṭhapesuṃ, tato pabhuti sā abhilakkhitā jātā, evaṃ asabbakālikattā ettha na gahitāti."
s_000016_004_069,chunk_000016,sc_000016_004,69,6203,6229,Tathārūpāsūti tathāvidhāsu.
s_000016_004_070,chunk_000016,sc_000016_004,70,6231,6294,Ārāmacetiyānīti pupphārāmaphalārāmādayo ārāmā eva ārāmacetiyāni.
s_000016_004_071,chunk_000016,sc_000016_004,71,6296,6364,"Cittīkataṭṭhena hi cetiyānīti vuccanti, pūjanīyaṭṭhenāti vuttaṃ hoti."
s_000016_004_072,chunk_000016,sc_000016_004,72,6366,6451,Vanacetiyānīti baliharaṇavanasaṇḍasubhagavanadevasālavanādīni vanāniyeva vanacetiyāni.
s_000016_004_073,chunk_000016,sc_000016_004,73,6453,6523,Rukkhacetiyānīti gāmanigamādidvāresu pūjanīyarukkhāyeva rukkhacetiyāni.
s_000016_004_074,chunk_000016,sc_000016_004,74,6525,6670,"Lokiyā hi dibbādhivatthāti vā maññamānā tesuyeva vā dibbasaññino hutvā ārāmavanarukkhe cittīkaronti, pūjenti, tena te sabbepi cetiyānīti vuccanti."
s_000016_004_075,chunk_000016,sc_000016_004,75,6672,6735,"Bhiṃsanakānīti bhayajanakāni, passatopi suṇatopi bhayaṃ janenti."
s_000016_004_076,chunk_000016,sc_000016_004,76,6737,6815,"Salomahaṃsānīti saheva lomahaṃsena vattanti, pavisamānasseva lomahaṃsajananato."
s_000016_004_077,chunk_000016,sc_000016_004,77,6817,6880,Appeva nāma passeyyanti api nāma taṃ bhayabheravaṃ passeyyameva.
s_000016_004_078,chunk_000016,sc_000016_004,78,6882,6970,"Aparena samayenāti, ‘‘etadahosi yaṃnūnāha’’nti evaṃ cintitakālato paṭṭhāya aññena kālena."
s_000016_004_079,chunk_000016,sc_000016_004,79,6972,7319,"Tattha ca me brāhmaṇa viharatoti tathārūpesu senāsanesu yaṃ yaṃ manussānaṃ āyācanaupahārakaraṇārahaṃ yakkhaṭṭhānaṃ pupphadhūpamaṃsaruhiravasāmedapihakapapphāsasurāmerayādīhi okiṇṇakilinnadharaṇitalaṃ ekanipātaṃ viya yakkharakkhasapisācānaṃ, yaṃ divāpi passantānaṃ hadayaṃ maññe phalati, taṃ ṭhānaṃ sandhāyāha ‘‘tattha ca me, brāhmaṇa, viharato’’ti."
s_000016_004_080,chunk_000016,sc_000016_004,80,7321,7459,"Mago vā āgacchatīti siṅgāni vā khurāni vā koṭṭento gokaṇṇakhaggadīpivarāhādibhedo mago vā āgacchati, sabbacatuppadānañhi idha magoti nāmaṃ."
s_000016_004_081,chunk_000016,sc_000016_004,81,7461,7496,Katthaci pana kāḷasiṅgālopi vuccati.
s_000016_004_082,chunk_000016,sc_000016_004,82,7498,7690,"Yathāha – ‘‘Usabhasseva te khandho, sīhasseva vijambhitaṃ; Magarāja namo tyatthu, api kiñci labhāmase’’ti. (jā. 1.3.133); Moro vā kaṭṭhaṃ pātetīti moro vā sukkhakaṭṭhaṃ rukkhato cāletvā pāteti."
s_000016_004_083,chunk_000016,sc_000016_004,83,7692,7779,"Moraggahaṇena ca idha sabbapakkhiggahaṇaṃ adhippetaṃ, tena yo koci pakkhīti vuttaṃ hoti."
s_000016_004_084,chunk_000016,sc_000016_004,84,7781,7831,Atha vā moro vāti vā saddena añño vā koci pakkhīti.
s_000016_004_085,chunk_000016,sc_000016_004,85,7833,7862,Esa nayo purime magaggahaṇepi.
s_000016_004_086,chunk_000016,sc_000016_004,86,7864,7924,Vāto vā paṇṇakasaṭaṃ eretīti vāto vā paṇṇakacavaraṃ ghaṭṭeti.
s_000016_005_087,chunk_000016,sc_000016_005,87,7926,8009,"Etaṃ nūna taṃ bhayabheravaṃ āgacchatīti yametaṃ āgacchati, taṃ bhayabheravaṃ nūnāti."
s_000016_005_088,chunk_000016,sc_000016_005,88,8011,8065,Ito pabhuti ca ārammaṇameva bhayabheravanti veditabbaṃ.
s_000016_005_089,chunk_000016,sc_000016_005,89,8067,8147,Parittassa ca adhimattassa ca bhayassa ārammaṇattā sukhārammaṇaṃ rūpaṃ sukhamiva.
s_000016_005_090,chunk_000016,sc_000016_005,90,8149,8278,Kiṃ nu kho ahaṃ aññadatthu bhayapaṭikaṅkhī viharāmīti ahaṃ kho kiṃ kāraṇaṃ ekaṃseneva bhayaṃ ākaṅkhamāno icchamāno hutvā viharāmi.
s_000016_005_091,chunk_000016,sc_000016_005,91,8280,8387,Yathābhūtaṃ yathābhūtassāti yena yena iriyāpathena bhūtassa bhavitassa sato vattamānassa samaṅgībhūtassa vā.
s_000016_005_092,chunk_000016,sc_000016_005,92,8389,8406,Meti mama santike.
s_000016_005_093,chunk_000016,sc_000016_005,93,8408,8514,Tathābhūtaṃ tathābhūto vāti tena teneva iriyāpathena bhūto bhavito santo vattamāno samaṅgībhūto vāti attho.
s_000016_005_094,chunk_000016,sc_000016_005,94,8516,8890,"So kho ahaṃ…pe… paṭivinemīti bodhisattassa kira caṅkamantassa tasmiṃ magasiṅgakhurasaddādibhede bhayabheravārammaṇe āgate neva mahāsatto tiṭṭhati, na nisīdati na sayati, atha kho caṅkamantova parivīmaṃsanto parivicinanto bhayabheravaṃ na passati, magasiṅgakhurasaddādimattameva cetaṃ hoti, so taṃ ñatvā idaṃ nāmetaṃ, na bhayabheravanti tato tiṭṭhati vā nisīdati vā sayati vā."
s_000016_005_095,chunk_000016,sc_000016_005,95,8892,8936,Etamatthaṃ dassento ‘‘so kho aha’’ntiādimāha.
s_000016_005_096,chunk_000016,sc_000016_005,96,8938,8961,Esa nayo sabbapeyyālesu.
s_000016_005_097,chunk_000016,sc_000016_005,97,8963,9182,"Ito parañca iriyāpathapaṭipāṭiyā avatvā āsannapaṭipāṭiyā iriyāpathā vuttāti veditabbā, caṅkamantassa hi bhayabherave āgate na ṭhito na nisinno na nipanno ṭhitassāpi āgate na caṅkamīti evaṃ tassa āsannapaṭipāṭiyā vuttāti."
s_000016_005_098,chunk_000016,sc_000016_005,98,9184,9222,Bhayabheravasenāsanādivaṇṇanā niṭṭhitā.
s_000016_005_099,chunk_000016,sc_000016_005,99,9224,9248,Asammohavihāravaṇṇanā 50.
s_000016_005_100,chunk_000016,sc_000016_005,100,9250,9409,"Evaṃ bhiṃsanakesupi ṭhānesu attano bhayabheravābhāvaṃ dassetvā idāni jhāyīnaṃ sammohaṭṭhānesu attano asammohavihāraṃ dassetuṃ santi kho pana, brāhmaṇātiādimāha."
s_000016_005_101,chunk_000016,sc_000016_005,101,9411,9456,Tattha santīti atthi saṃvijjanti upalabbhanti.
s_000016_005_102,chunk_000016,sc_000016_005,102,9458,9546,"Rattiṃyeva samānanti rattiṃyeva santaṃ, divāti sañjānantīti ‘‘divaso aya’’nti sañjānanti."
s_000016_005_103,chunk_000016,sc_000016_005,103,9548,9585,Divāyeva samānanti divasaṃyeva santaṃ.
s_000016_005_104,chunk_000016,sc_000016_005,104,9587,9635,Rattīti sañjānantīti ‘‘ratti aya’’nti sañjānanti.
s_000016_005_105,chunk_000016,sc_000016_005,105,9637,9669,Kasmā panete evaṃsaññino hontīti.
s_000016_005_106,chunk_000016,sc_000016_005,106,9671,9712,Vuṭṭhānakosallābhāvato vā sakuṇarutato vā.
s_000016_006_107,chunk_000016,sc_000016_006,107,9714,9720,Kathaṃ?
s_000016_006_108,chunk_000016,sc_000016_006,108,9722,9869,"Idhekacco odātakasiṇalābhī divā parikammaṃ katvā divā samāpanno divāyeva vuṭṭhahāmīti manasikāraṃ uppādeti, no ca kho addhānaparicchede kusalo hoti."
s_000016_006_109,chunk_000016,sc_000016_006,109,9871,9913,So divasaṃ atikkamitvā rattibhāge vuṭṭhāti.
s_000016_006_110,chunk_000016,sc_000016_006,110,9915,9978,Odātakasiṇapharaṇavasena cassa visadaṃ hoti vibhūtaṃ suvibhūtaṃ.
s_000016_006_111,chunk_000016,sc_000016_006,111,9980,10099,"So, divā vuṭṭhahāmīti uppāditamanasikāratāya odātakasiṇapharaṇavisadavibhūtatāya ca rattiṃyeva samānaṃ divāti sañjānāti."
s_000016_006_112,chunk_000016,sc_000016_006,112,10101,10258,"Idha panekacco nīlakasiṇalābhī rattiṃ parikammaṃ katvā rattiṃ samāpanno rattiṃyeva vuṭṭhahāmīti manasikāraṃ uppādeti, no ca kho addhānaparicchede kusalo hoti."
s_000016_006_113,chunk_000016,sc_000016_006,113,10260,10302,So rattiṃ atikkamitvā divasabhāge vuṭṭhāti.
s_000016_006_114,chunk_000016,sc_000016_006,114,10304,10357,Nīlakasiṇapharaṇavasena cassa avisadaṃ hoti avibhūtaṃ.
s_000016_006_115,chunk_000016,sc_000016_006,115,10359,10477,So rattiṃ vuṭṭhahāmīti uppāditamanasikāratāya nīlakasiṇapharaṇāvisadāvibhūtatāya ca divāyeva samānaṃ rattīti sañjānāti.
s_000016_006_116,chunk_000016,sc_000016_006,116,10479,10529,Evaṃ tāva vuṭṭhānakosallābhāvato evaṃsaññino honti.
s_000016_006_117,chunk_000016,sc_000016_006,117,10531,10584,Sakuṇarutato pana idhekacco antosenāsane nisinno hoti.
s_000016_006_118,chunk_000016,sc_000016_006,118,10586,10683,"Atha divā ravanakasakuṇā kākādayo candālokena divāti maññamānā rattiṃ ravanti, aññehi vā kāraṇehi."
s_000016_006_119,chunk_000016,sc_000016_006,119,10685,10742,So tesaṃ saddaṃ sutvā rattiṃyeva samānaṃ divāti sañjānāti.
s_000016_006_120,chunk_000016,sc_000016_006,120,10744,10887,Idha panekacco pabbatantare gambhīrāya ghanavanappaṭicchannāya giriguhāya sattāhavaddalikāya vattamānāya antarahitasūriyāloke kāle nisinno hoti.
s_000016_006_121,chunk_000016,sc_000016_006,121,10889,11022,Atha rattiṃ ravanakasakuṇā ulūkādayo majjhanhikasamayepi tattha tattha samandhakāre nilīnā rattisaññāya vā aññehi vā kāraṇehi ravanti.
s_000016_006_122,chunk_000016,sc_000016_006,122,11024,11080,So tesaṃ saddaṃ sutvā divāyeva samānaṃ rattīti sañjānāti.
s_000016_006_123,chunk_000016,sc_000016_006,123,11082,11119,Evaṃ sakuṇarutato evaṃsaññino hontīti.
s_000016_006_124,chunk_000016,sc_000016_006,124,11121,11157,Idamahanti idaṃ ahaṃ evaṃ sañjānanaṃ.
s_000016_006_125,chunk_000016,sc_000016_006,125,11159,11271,"Sammohavihārasmiṃ vadāmīti sammohavihārapariyāpannaṃ antogadhaṃ, sammohavihārānaṃ aññataraṃ vadāmīti vuttaṃ hoti."
s_000016_006_126,chunk_000016,sc_000016_006,126,11273,11552,"Ahaṃ kho pana brāhmaṇa…pe… sañjānāmīti pākaṭo bodhisattassa rattindivaparicchedo sattāhavaddalepi candimasūriyesu adissamānesupi jānātiyeva ‘‘ettakaṃ purebhattakālo gato, ettakaṃ pacchābhattakālo, ettakaṃ paṭhamayāmo, ettakaṃ majjhimayāmo, ettakaṃ pacchimayāmo’’ti, tasmā evamāha."
s_000016_006_127,chunk_000016,sc_000016_006,127,11554,11611,Anacchariyañcetaṃ yaṃ pūritapāramī bodhisatto evaṃ jānāti.
s_000016_006_128,chunk_000016,sc_000016_006,128,11613,11680,Padesañāṇe ṭhitānaṃ sāvakānampi hi rattindivaparicchedo pākaṭo hoti.
s_000016_007_129,chunk_000016,sc_000016_007,129,11682,11769,Kalyāṇiyamahāvihāre kira godattatthero dvaṅgulakāle bhattaṃ gahetvā aṅgulakāle bhuñjati.
s_000016_007_130,chunk_000016,sc_000016_007,130,11771,11842,Sūriye adissamānepi pātoyeva senāsanaṃ pavisitvā tāya velāya nikkhamati.
s_000016_000_131,chunk_000016,,131,-1,195,"Ekadivasaṃ ārāmikā ‘‘sve therassa nikkhamanakāle passāmā’’ti bhattaṃ sampādetvā kālatthambhamūle nisīdiṃsu."" ""AtDigha,Majjhima,Samyutta,AnguttaraNikayaComy_0028"",""Thero dvaṅgulakāleyeva nikkhamati."
s_000016_007_132,chunk_000016,sc_000016_007,132,12042,12126,Tato pabhuti kira sūriye adissamānepi therassa nikkhamanasaññāya eva bheriṃ ākoṭenti.
s_000016_007_133,chunk_000016,sc_000016_007,133,12128,12212,"Ajagaravihārepi kāḷadevatthero antovasse yāmagaṇḍikaṃ paharati, āciṇṇametaṃ therassa."
s_000016_007_134,chunk_000016,sc_000016_007,134,12214,12269,"Na ca yāmayantanāḷikaṃ payojeti, aññe bhikkhū payojenti."
s_000016_007_135,chunk_000016,sc_000016_007,135,12271,12563,"Atha nikkhante paṭhame yāme there muggaraṃ gahetvā ṭhitamatteyeva ekaṃ dve vāre paharanteyeva vā yāmayantaṃ patati, evaṃ tīsu yāmesu samaṇadhammaṃ katvā thero pātoyeva gāmaṃ pavisitvā piṇḍapātaṃ ādāya vihāraṃ āgantvā bhojanavelāya pattaṃ gahetvā divā vihāraṭṭhānaṃ gantvā samaṇadhammaṃ karoti."
s_000016_007_136,chunk_000016,sc_000016_007,136,12565,12630,Bhikkhū kālatthambhaṃ disvā therassa adisvā āgamanatthāya pesenti.
s_000016_007_137,chunk_000016,sc_000016_007,137,12632,12709,So bhikkhu theraṃ divā vihāraṭṭhānā nikkhamantameva vā antarāmagge vā passati.
s_000016_007_138,chunk_000016,sc_000016_007,138,12711,12811,"Evaṃ padesañāṇe ṭhitānaṃ sāvakānampi rattindivaparicchedo pākaṭo hoti, kimaṅgaṃ pana bodhisattānanti."
s_000016_007_139,chunk_000016,sc_000016_007,139,12813,13026,"Yaṃ kho taṃ brāhmaṇa…pe… vadeyyāti ettha pana ‘‘yaṃ kho taṃ, brāhmaṇa, asammohadhammo satto loke uppanno…pe… sukhāya devamanussāna’’nti vacanaṃ vadamāno koci sammā vadeyya, sammā vadamāno siyā, na vitathavādī assa."
s_000016_007_140,chunk_000016,sc_000016_007,140,13028,13142,"Mameva taṃ vacanaṃ vadamāno sammā vadeyya, sammā vadamāno siyā, na vitathavādī assāti evaṃ padasambandho veditabbo."
s_000016_007_141,chunk_000016,sc_000016_007,141,13144,13183,Tattha asammohadhammoti asammohasabhāvo.
s_000016_007_142,chunk_000016,sc_000016_007,142,13185,13203,Loketi manussaloke.
s_000016_007_143,chunk_000016,sc_000016_007,143,13205,13301,"Bahujanahitāyāti bahujanassa hitatthāya, paññāsampattiyā diṭṭhadhammikasamparāyikahitūpadesakoti."
s_000016_007_144,chunk_000016,sc_000016_007,144,13303,13387,"Bahujanasukhāyāti bahujanassa sukhatthāya, cāgasampattiyā upakaraṇasukhassa dāyakoti."
s_000016_007_145,chunk_000016,sc_000016_007,145,13389,13494,"Lokānukampāyāti lokassa anukampatthāya, mettākaruṇāsampattiyā mātāpitaro viya lokassa rakkhitā gopayitāti."
s_000016_007_146,chunk_000016,sc_000016_007,146,13496,13671,Atthāya hitāya sukhāya devamanussānanti idha devamanussaggahaṇena ca bhabbapuggalaveneyyasatteyeva gahetvā tesaṃ nibbānamaggaphalādhigamāya attano uppattiṃ dassetīti veditabbo.
s_000016_008_147,chunk_000016,sc_000016_008,147,13673,13732,Atthāyāti hi vutte paramatthatthāya nibbānāyāti vuttaṃ hoti.
s_000016_008_148,chunk_000016,sc_000016_008,148,13734,13840,"Hitāyāti vutte taṃ sampāpakamaggatthāyāti vuttaṃ hoti, nibbānasampāpakamaggato hi uttari hitaṃ nāma natthi."
s_000016_008_149,chunk_000016,sc_000016_008,149,13842,13923,"Sukhāyāti vutte phalasamāpattisukhatthāyāti vuttaṃ hoti, tato uttari sukhābhāvato."
s_000016_008_150,chunk_000016,sc_000016_008,150,13925,14039,Vuttañcetaṃ ‘‘ayaṃ samādhi paccuppannasukho ceva āyatiñca sukhavipāko’’ti (dī. ni. 3.355; a. ni. 5.27; vibha. 804).
s_000016_008_151,chunk_000016,sc_000016_008,151,14041,14042,As
s_000017_001_001,chunk_000017,sc_000017_001,1,0,28,ammohavihāravaṇṇanā niṭṭhitā.
s_000017_001_002,chunk_000017,sc_000017_001,2,30,60,Pubbabhāgapaṭipadādivaṇṇanā 51.
s_000017_001_003,chunk_000017,sc_000017_001,3,62,282,"Evaṃ bhagavā buddhaguṇapaṭilābhāvasānaṃ attano asammohavihāraṃ brāhmaṇassa dassetvā idāni yāya paṭipadāya taṃ koṭippattaṃ asammohavihāraṃ adhigato, taṃ pubbabhāgato pabhuti dassetuṃ āraddhaṃ kho pana me brāhmaṇātiādimāha."
s_000017_001_004,chunk_000017,sc_000017_001,4,284,492,"Keci panāhu ‘‘imaṃ asammohavihāraṃ sutvā brāhmaṇassa cittamevaṃ uppannaṃ ‘kāya nu kho paṭipadāya imaṃ patto’ti, tassa cittamaññāya imāyāhaṃ paṭipadāya imaṃ uttamaṃ asammohavihāraṃ pattoti dassento evamāhā’’ti."
s_000017_001_005,chunk_000017,sc_000017_001,5,494,826,"Tattha āraddhaṃ kho pana me, brāhmaṇa, vīriyaṃ ahosīti, brāhmaṇa, na mayā ayaṃ uttamo asammohavihāro kusītena muṭṭhassatinā sāraddhakāyena vikkhittacittena vā adhigato, apica kho tadadhigamāya āraddhaṃ kho pana me vīriyaṃ ahosi, bodhimaṇḍe nisinnena mayā caturaṅgavīriyaṃ āraddhaṃ ahosi, paggahitaṃ asithilappavattitanti vuttaṃ hoti."
s_000017_001_006,chunk_000017,sc_000017_001,6,828,867,Āraddhattāyeva ca metaṃ asallīnaṃ ahosi.
s_000017_001_007,chunk_000017,sc_000017_001,7,869,971,"Upaṭṭhitā sati asammuṭṭhāti na kevalañca vīriyameva, satipi me ārammaṇābhimukhībhāvena upaṭṭhitā ahosi."
s_000017_001_008,chunk_000017,sc_000017_001,8,973,1003,Upaṭṭhitattāyeva ca asammuṭṭhā.
s_000017_001_009,chunk_000017,sc_000017_001,9,1005,1077,Passaddho kāyoti kāyacittappassaddhisambhavena kāyopi me passaddho ahosi.
s_000017_001_010,chunk_000017,sc_000017_001,10,1079,1204,"Tattha yasmā nāmakāye passaddhe rūpakāyopi passaddhoyeva hoti, tasmā nāmakāyo rūpakāyoti avisesetvāva passaddho kāyoti vuttaṃ."
s_000017_001_011,chunk_000017,sc_000017_001,11,1206,1283,"Asāraddhoti so ca kho passaddhattāyeva asāraddho, vigatadarathoti vuttaṃ hoti."
s_000017_001_012,chunk_000017,sc_000017_001,12,1285,1371,Samāhitaṃ cittaṃ ekagganti cittampi me sammā āhitaṃ suṭṭhu ṭhapitaṃ appitaṃ viya ahosi.
s_000017_001_013,chunk_000017,sc_000017_001,13,1373,1472,"Samāhitattā eva ca ekaggaṃ acalaṃ nipphandananti, ettāvatā jhānassa pubbabhāgapaṭipadā kathitā hoti."
s_000017_001_014,chunk_000017,sc_000017_001,14,1474,1592,Idāni imāya paṭipadāya adhigataṃ paṭhamajjhānaṃ ādiṃ katvā vijjāttayapariyosānaṃ visesaṃ dassento so kho ahantiādimāha.
s_000017_001_015,chunk_000017,sc_000017_001,15,1594,1744,"Tattha vivicceva kāmehi…pe… catutthajjhānaṃ upasampajja vihāsinti ettha tāva yaṃ vattabbaṃ siyā, taṃ sabbaṃ visuddhimagge pathavīkasiṇakathāyaṃ vuttaṃ."
